Flat profile: (luke: total time 52.6558)

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.86     0.00    81777     0.00     0.00  std::allocator_traits<std::allocator<float> >::deallocate(std::allocator<float>&, float*, unsigned long)
  0.00      0.86     0.00    81777     0.00     0.00  std::allocator_traits<std::allocator<float> >::allocate(std::allocator<float>&, unsigned long)
  0.00      0.86     0.00    80224     0.00     0.00  __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > std::__miter_base<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >)
  0.00      0.86     0.00    78480     0.00     0.00  std::vector<float, std::allocator<float> >::end()
  0.00      0.86     0.00    74866     0.00     0.00  float* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<float>(float const*, float const*, float*)
  0.00      0.86     0.00    74717     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_Vector_impl::~_Vector_impl()
  0.00      0.86     0.00    74717     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::~_Vector_base()
  0.00      0.86     0.00    74717     0.00     0.00  std::vector<float, std::allocator<float> >::~vector()
  0.00      0.86     0.00    69798     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() const
  0.00      0.86     0.00    69217     0.00     0.00  void std::_Destroy_aux<false>::__destroy<luke::ObjectHandler::Contact*>(luke::ObjectHandler::Contact*, luke::ObjectHandler::Contact*)
  0.00      0.86     0.00    69217     0.00     0.00  std::_Vector_base<luke::ObjectHandler::Contact, std::allocator<luke::ObjectHandler::Contact> >::_M_deallocate(luke::ObjectHandler::Contact*, unsigned long)
  0.00      0.86     0.00    69217     0.00     0.00  void std::_Destroy<luke::ObjectHandler::Contact*>(luke::ObjectHandler::Contact*, luke::ObjectHandler::Contact*)
  0.00      0.86     0.00    69217     0.00     0.00  void std::_Destroy<luke::ObjectHandler::Contact*, luke::ObjectHandler::Contact>(luke::ObjectHandler::Contact*, luke::ObjectHandler::Contact*, std::allocator<luke::ObjectHandler::Contact>&)
  0.00      0.86     0.00    68920     0.00     0.00  MjType::Sensor::apply_normalisation(float)
  0.00      0.86     0.00    64528     0.00     0.00  std::iterator_traits<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >::iterator_category std::__iterator_category<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&)
