Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.39     0.00    48832     0.00     0.00  __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > > std::__miter_base<__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > > >(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >)
  0.00      0.39     0.00    48832     0.00     0.00  float const* std::__niter_base<float const*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >)
  0.00      0.39     0.00    48748     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_M_create_storage(unsigned long)
  0.00      0.39     0.00    48748     0.00     0.00  std::_Vector_base<float, std::allocator<float> >::_Vector_base(unsigned long, std::allocator<float> const&)
  0.00      0.39     0.00    45382     0.00     0.00  std::vector<float, std::allocator<float> >::max_size() const
  0.00      0.39     0.00    45382     0.00     0.00  std::allocator_traits<std::allocator<float> >::max_size(std::allocator<float> const&)
  0.00      0.39     0.00    45363     0.00     0.00  float* std::__uninitialized_move_if_noexcept_a<float*, float*, std::allocator<float> >(float*, float*, float*, std::allocator<float>&)
  0.00      0.39     0.00    43409     0.00     0.00  __gnu_cxx::new_allocator<float>::new_allocator()
  0.00      0.39     0.00    43409     0.00     0.00  std::allocator<float>::allocator()
  0.00      0.39     0.00    43000     0.00     0.00  luke::Gripper::step_x(int)
  0.00      0.39     0.00    43000     0.00     0.00  luke::Gripper::set_x_m(double)
  0.00      0.39     0.00    42197     0.00     0.00  luke::Gripper::set_z_m(double)
  0.00      0.39     0.00    41856     0.00     0.00  float const& std::forward<float const&>(std::remove_reference<float const&>::type&)
  0.00      0.39     0.00    41352     0.00     0.00  void arma::arma_check<char [32]>(bool, char const (&) [32])
  0.00      0.39     0.00    41352     0.00     0.00  void arma::arma_check<char [63]>(bool, char const (&) [63])
  0.00      0.39     0.00    41352     0.00     0.00  arma::subview_col<double>::~subview_col()
  0.00      0.39     0.00    41352     0.00     0.00  arma::quasi_unwrap<arma::subview<double> >::quasi_unwrap(arma::subview<double> const&)
  0.00      0.39     0.00    41352     0.00     0.00  arma::quasi_unwrap<arma::subview<double> >::~quasi_unwrap()
  0.00      0.39     0.00    41352     0.00     0.00  void arma::arma_assert_blas_size<arma::Mat<double> >(arma::Mat<double> const&)
  0.00      0.39     0.00    41352     0.00     0.00  arma::Col<double>::Col<arma::fill::fill_zeros>(unsigned long long, arma::fill::fill_class<arma::fill::fill_zeros> const&)
  0.00      0.39     0.00    41352     0.00     0.00  arma::Mat<double>::set_size(unsigned long long, unsigned long long)
  0.00      0.39     0.00    41352     0.00     0.00  arma::Mat<double>::Mat(arma::arma_vec_indicator const&, unsigned long long, unsigned long long, unsigned int)
  0.00      0.39     0.00    41352     0.00     0.00  arma::Mat<double>::Mat(arma::subview<double> const&, bool)
  0.00      0.39     0.00    41352     0.00     0.00  arma::Mat<double>::Mat()
  0.00      0.39     0.00    41352     0.00     0.00  void arma::lapack::geqrf<double>(int*, int*, double*, int*, double*, double*, int*, int*)
  0.00      0.39     0.00    41352     0.00     0.00  void arma::arrayops::inplace_set_small<double>(double*, double, unsigned long long)
  0.00      0.39     0.00    41352     0.00     0.00  arma::podarray<double>::init_cold(unsigned long long)
  0.00      0.39     0.00    41352     0.00     0.00  arma::podarray<double>::~podarray()
  0.00      0.39     0.00    40900     0.00     0.00  luke::Gripper::step_z(int)
  0.00      0.39     0.00    40112     0.00     0.00  float* std::__copy_move_a<false, float*, float*>(float*, float*, float*)
  0.00      0.39     0.00    39629     0.00     0.00  luke::myNum::operator[](int)
  0.00      0.39     0.00    34754     0.00     0.00  float* std::__copy_move_a<false, float const*, float*>(float const*, float const*, float*)
  0.00      0.39     0.00    31392     0.00     0.00  std::move_iterator<float*> std::make_move_iterator<float*>(float*)
  0.00      0.39     0.00    26037     0.00     0.00  luke::myNum::myNum()
  0.00      0.39     0.00    24765     0.00     0.00  __gnu_cxx::__enable_if<std::__is_scalar<float>::__value, float*>::__type std::__fill_n_a<float*, unsigned long, float>(float*, unsigned long, float const&)
  0.00      0.39     0.00    24765     0.00     0.00  float* std::fill_n<float*, unsigned long, float>(float*, unsigned long, float const&)
  0.00      0.39     0.00    24435     0.00     0.00  luke::SlidingWindow<float>::~SlidingWindow()
  0.00      0.39     0.00    24416     0.00     0.00  luke::SlidingWindow<float>::SlidingWindow(luke::SlidingWindow<float> const&)
  0.00      0.39     0.00    24416     0.00     0.00  MjType::Sensor::get_n_readings(float)
  0.00      0.39     0.00    24416     0.00     0.00  __gnu_cxx::__alloc_traits<std::allocator<float> >::_S_select_on_copy(std::allocator<float> const&)
  0.00      0.39     0.00    24416     0.00     0.00  __gnu_cxx::__normal_iterator<float const*, std::vector<float, std::allocator<float> > >::__normal_iterator<float*>(__gnu_cxx::__normal_iterator<float*, __gnu_cxx::__enable_if<std::__are_same<float*, float*>::__value, std::vector<float, std::allocator<float> > >::__type> const&)
